,gps_height,longitude,latitude,wpt_name,basin,region,district_code,population,public_meeting,scheme_management,permit,extraction_type,management,payment_type,water_quality,quantity,source,waterpoint_type,target,age
37932,192,38.78898246,-5.11505372,Mngaza,Pangani,Tanga,3,180,True,VWC,False,gravity,vwc,never pay,soft,insufficient,spring,communal standpipe,0,21
37935,912,36.97792303,-3.5720864000000003,Sekondari,Pangani,Manyara,4,300,True,Water authority,True,submersible,water authority,per bucket,soft,enough,machine dbh,communal standpipe,0,20
37936,1531,31.81876202,-8.38886588,Kwa Badwini Amanwezi,Lake Rukwa,Rukwa,2,170,True,VWC,False,nira/tanira,vwc,never pay,soft,enough,shallow well,hand pump,2,28
37942,265,36.69099979,-8.12630116,School,Rufiji,Morogoro,3,1000,True,VWC,True,other - rope pump,vwc,never pay,coloured,insufficient,shallow well,hand pump,0,10
37946,1829,35.4555299,-3.82684137,Kwa Hhayuma Tlaasayi,Internal,Manyara,3,190,True,VWC,True,gravity,vwc,never pay,soft,enough,river,communal standpipe,0,17
37951,242,37.81033798,-7.03634617,Kwa Mkambaku,Wami / Ruvu,Morogoro,2,350,True,VWC,True,swn 80,vwc,monthly,soft,seasonal,shallow well,hand pump,2,23
37953,73,38.66451981,-5.8044679000000015,Kwa Fatuma Seif,Pangani,Tanga,5,30,False,Private operator,False,submersible,private operator,per bucket,salty,insufficient,machine dbh,communal standpipe,2,11
37955,640,36.80280274,-7.1780977,Kwa Kibama,Wami / Ruvu,Morogoro,1,60,True,VWC,True,swn 80,vwc,never pay,soft,dry,shallow well,hand pump,2,24
37957,1672,34.92982535,-9.01074596,Kwa Msaliti Chongolo,Rufiji,Iringa,4,40,True,VWC,False,gravity,vwc,monthly,soft,enough,spring,communal standpipe,0,12
37958,259,38.58182204,-5.22222908,Kwamkiva,Pangani,Tanga,2,50,True,VWC,False,gravity,vwc,never pay,soft,seasonal,river,communal standpipe,0,53
37960,789,29.73414226,-4.878966,Utulivu,Lake Tanganyika,Kigoma,3,189,True,WUG,True,gravity,vwc,monthly,soft,enough,river,communal standpipe multiple,2,11
37963,512,34.80925217,-11.2841497,Kwa Mzee Lukuti,Lake Nyasa,Ruvuma,3,40,True,VWC,True,gravity,vwc,never pay,soft,enough,spring,communal standpipe,0,30
37965,1649,34.93305159,-4.19441774,Lamboni,Internal,Singida,1,258,True,VWC,True,gravity,vwc,never pay,soft,insufficient,dam,communal standpipe multiple,2,12
37970,1313,36.18429256,-2.62693589,Shuleni,Internal,Arusha,6,200,True,VWC,True,gravity,vwc,on failure,soft,insufficient,river,communal standpipe,0,8
37972,1046,35.30269865,-10.45573606,Kwa Duwe,Lake Nyasa,Ruvuma,2,475,True,VWC,True,gravity,vwc,annually,soft,enough,river,communal standpipe,0,11
37974,1404,37.96773909,-4.45273753,Kirangare Secondary,Pangani,Kilimanjaro,3,340,True,Water authority,True,gravity,vwc,never pay,soft,insufficient,spring,communal standpipe,0,15
37983,663,38.22861372,-4.79720365,Kwamdoe,Pangani,Tanga,2,150,True,VWC,False,gravity,vwc,never pay,soft,enough,river,communal standpipe,0,26
37986,1232,30.25491524,-4.52771442,Kwa Gabo,Lake Tanganyika,Kigoma,2,420,True,Water authority,False,gravity,water board,annually,soft,enough,river,communal standpipe multiple,2,43
37988,1196,37.23520157,-3.25756777,Kwa Amedeus J Kweka,Pangani,Kilimanjaro,5,25,True,Water Board,True,gravity,water board,per bucket,soft,enough,spring,communal standpipe,0,21
37989,1757,35.53708782,-3.8703462,Kwa Gasper Lawala,Internal,Manyara,3,170,True,VWC,True,swn 80,vwc,never pay,soft,enough,shallow well,hand pump,2,27
37991,248,36.69386549,-8.21125881,Zahanati,Rufiji,Morogoro,3,500,True,VWC,True,swn 80,vwc,monthly,soft,enough,shallow well,hand pump,0,36
37992,1386,34.93787259,-9.85859239,none,Lake Nyasa,Iringa,5,133,True,VWC,False,gravity,vwc,annually,soft,enough,spring,communal standpipe,0,21
37994,1228,35.84598064,-4.14886501,Kwa Jumanne,Internal,Manyara,1,480,True,VWC,True,gravity,vwc,never pay,soft,enough,spring,communal standpipe,0,10
37998,1804,36.68512325,-3.28769142,Kwa Logilo,Pangani,Arusha,2,200,True,VWC,True,gravity,vwc,never pay,soft,enough,spring,communal standpipe,0,30
38002,1301,34.62471537,-8.75583287,Msikitini,Rufiji,Iringa,4,115,True,WUA,True,gravity,wua,monthly,soft,enough,river,communal standpipe,2,42
38004,1583,35.43685705,-4.33327845,Dabil Secondary,Internal,Manyara,1,490,True,Parastatal,True,gravity,parastatal,never pay,soft,enough,spring,communal standpipe,0,12
38008,1502,29.96431273,-4.47119824,Kwa Musa,Lake Tanganyika,Kigoma,2,420,True,Water authority,True,gravity,water board,monthly,soft,insufficient,river,communal standpipe,0,32
38011,1186,35.86368475,-4.13385953,Kwa Kanaeli,Internal,Manyara,1,72,True,VWC,True,gravity,vwc,never pay,soft,enough,spring,communal standpipe,0,22
38013,1392,34.67771275,-4.39442309,Masagalike,Internal,Singida,1,445,True,WUG,True,afridev,wug,on failure,soft,enough,machine dbh,hand pump,0,20
38014,1684,35.11017901,-9.54937344,none,Lake Nyasa,Iringa,4,35,True,VWC,False,gravity,vwc,never pay,soft,insufficient,spring,communal standpipe,2,22
38015,853,35.00377165,-5.87451852,Kwa Andrea Paulo,Internal,Singida,3,256,True,VWC,False,mono,vwc,never pay,soft,enough,machine dbh,communal standpipe multiple,2,42
38025,236,39.78017435,-10.46888731,Zahanati,Ruvuma / Southern Coast,Mtwara,1,400,True,VWC,True,mono,vwc,per bucket,soft,enough,machine dbh,communal standpipe multiple,2,9
38026,1088,36.65438591,-3.55820884,Kwa Laiza Donista,Pangani,Arusha,2,150,True,VWC,True,gravity,vwc,per bucket,soft,enough,spring,communal standpipe,0,20
38027,541,34.64906978,-11.01560748,Kwa Mzee Tuka,Lake Nyasa,Ruvuma,3,50,True,VWC,True,gravity,vwc,monthly,soft,enough,spring,communal standpipe,0,28
38028,1799,34.51785762,-9.76941655,none,Lake Nyasa,Iringa,5,75,True,VWC,False,gravity,vwc,never pay,soft,dry,spring,communal standpipe,2,10
38030,1047,37.54801261,-3.32814432,Kwa John Mnene,Pangani,Kilimanjaro,4,65,False,VWC,True,gravity,vwc,never pay,soft,insufficient,spring,communal standpipe,0,48
38040,1328,37.16547259,-3.23315892,Area Five Namba 5,Pangani,Kilimanjaro,5,50,True,Water Board,True,gravity,water board,per bucket,soft,enough,spring,communal standpipe,0,21
38042,1165,31.21977568,-6.20730796,Shuleni,Lake Tanganyika,Rukwa,1,500,True,VWC,True,india mark ii,vwc,on failure,soft,enough,machine dbh,hand pump,1,30
38043,1400,34.80158442,-5.62072788,Kwa Stephano Kukinya,Internal,Singida,3,250,True,VWC,False,mono,vwc,never pay,soft,enough,machine dbh,communal standpipe multiple,2,46
38045,1217,37.16896618,-3.25564041,Area Three Namba 32,Pangani,Kilimanjaro,5,70,True,Water Board,True,gravity,water board,per bucket,soft,enough,spring,communal standpipe,0,21
38047,1170,31.17019682,-6.32206576,Mbomba Mbili Kwa Mkambo,Lake Rukwa,Rukwa,1,160,False,Water authority,True,gravity,water authority,never pay,soft,enough,spring,communal standpipe,2,48
38051,1165,37.30550889,-3.26251459,Kwa Peter Mushi,Pangani,Kilimanjaro,4,200,True,VWC,True,gravity,vwc,never pay,soft,insufficient,spring,communal standpipe,0,40
38053,1540,35.66147082,-3.33974003,Mnadani,Internal,Arusha,30,1000,True,VWC,True,gravity,vwc,per bucket,coloured,enough,river,communal standpipe multiple,0,22
38054,1234,30.136386600000005,-4.55295572,Kwa Rajabu,Lake Tanganyika,Kigoma,2,540,True,Water authority,True,gravity,vwc,monthly,soft,insufficient,river,communal standpipe,2,24
38057,1767,35.74821198,-8.04015676,none,Rufiji,Iringa,7,200,True,VWC,True,gravity,vwc,never pay,soft,enough,river,communal standpipe,2,36
38058,1413,35.60530341,-3.43239997,Kijiweni Kati,Internal,Arusha,30,250,True,VWC,True,gravity,vwc,per bucket,soft,enough,river,communal standpipe,0,18
38059,1595,35.51131234,-4.24038597,Daktara B,Internal,Manyara,1,220,True,Water Board,True,nira/tanira,water board,never pay,soft,enough,shallow well,hand pump,0,20
38062,1962,34.55338541,-9.20033422,Kwa Helena Mhagule,Rufiji,Iringa,4,109,True,WUA,True,gravity,wua,annually,soft,enough,river,communal standpipe multiple,0,27
38063,1004,35.77677807,-4.01773424,Burunge,Internal,Manyara,1,113,True,WUG,True,afridev,wug,monthly,soft,dry,machine dbh,hand pump,2,9
38069,208,38.71094583,-5.12748933,Kwakeba,Pangani,Tanga,3,300,True,VWC,False,gravity,vwc,never pay,soft,insufficient,spring,communal standpipe,0,10
38073,1734,35.38792457,-7.96983835,none,Rufiji,Iringa,1,420,True,VWC,True,gravity,vwc,annually,soft,enough,spring,communal standpipe,0,16
38077,1216,34.04619214,-1.13180056,Kwa Adongo,Lake Victoria,Mara,6,400,True,VWC,False,submersible,vwc,per bucket,soft,enough,lake,communal standpipe multiple,0,48
38079,986,37.31827420000001,-3.31307844,Mawenzi,Pangani,Kilimanjaro,6,50,True,Water authority,True,submersible,water authority,per bucket,soft,insufficient,machine dbh,communal standpipe multiple,2,22
38081,1241,34.22503693,-1.30877209,Kwa Isaya,Lake Victoria,Mara,6,850,True,VWC,False,submersible,vwc,per bucket,salty,enough,machine dbh,communal standpipe multiple,2,40
38084,701,37.91839727,-4.49445836,Hemkoho,Pangani,Kilimanjaro,3,140,True,Water authority,True,gravity,vwc,monthly,soft,enough,spring,communal standpipe,0,8
38086,1014,37.12184053,-3.28857787,Area 14 Namba 2,Pangani,Kilimanjaro,5,50,True,Water Board,True,gravity,water board,per bucket,soft,enough,spring,communal standpipe,0,21
38088,1018,29.69494846,-4.74234508,Kwa Mzee Muyela,Lake Tanganyika,Kigoma,3,86,True,VWC,True,gravity,vwc,monthly,soft,seasonal,river,communal standpipe multiple,2,35
38089,536,38.07041628,-4.46232806,Katupa,Pangani,Kilimanjaro,3,140,True,Water authority,True,gravity,vwc,monthly,soft,enough,river,communal standpipe,2,7
38090,369,37.47204187,-6.28600009,Kwahatibu,Wami / Ruvu,Morogoro,6,60,True,VWC,True,gravity,vwc,never pay,soft,enough,river,communal standpipe,2,36
38094,1429,36.65267181,-3.3449153,Vilenanga,Pangani,Arusha,2,200,True,VWC,True,gravity,vwc,never pay,soft,enough,spring,communal standpipe,0,10
38095,1510,37.23012375,-3.19934219,Kwa Elifares Jafet,Pangani,Kilimanjaro,5,10,True,Water Board,True,gravity,water board,per bucket,soft,enough,spring,communal standpipe,0,12
38101,453,37.75378725,-6.75398911,Kituo Cha Samaki (Fao),Wami / Ruvu,Morogoro,5,700,True,VWC,True,gravity,vwc,per bucket,soft,enough,dam,communal standpipe,0,14
38103,61,39.34091383,-6.96739516,Bomba La Kijiji,Wami / Ruvu,Pwani,43,3000,True,VWC,False,india mark ii,vwc,per bucket,soft,enough,machine dbh,hand pump,0,11
38105,301,35.83905316,-8.95309704,Hospital,Rufiji,Morogoro,3,300,True,VWC,True,afridev,vwc,on failure,soft,insufficient,shallow well,hand pump,2,12
38107,788,37.7074614,-3.78698442,Kwa Majid,Pangani,Kilimanjaro,2,180,True,VWC,False,gravity,vwc,monthly,soft,insufficient,spring,communal standpipe,0,27
38112,1268,30.3000549,-4.57290824,Kwa Nganga,Lake Tanganyika,Kigoma,2,560,True,Water authority,True,gravity,water board,monthly,soft,enough,river,communal standpipe,1,42
38114,1674,31.51953753,-8.31401271,Kwa Mzee Mwanalinze,Lake Tanganyika,Rukwa,2,230,True,VWC,True,gravity,vwc,never pay,soft,insufficient,river,communal standpipe,2,48
38115,1152,34.96310142,-6.34407059,Shule Ya Msingi,Rufiji,Singida,3,500,True,VWC,False,mono,vwc,per bucket,soft,enough,machine dbh,communal standpipe multiple,0,39
38116,1230,37.88474666,-4.38941857,Kwachaghara A,Pangani,Kilimanjaro,3,80,True,Water authority,True,gravity,vwc,monthly,soft,insufficient,spring,communal standpipe,0,42
38117,53,38.953283,-5.47904676,Shule Ya Msingi Mwera,Pangani,Tanga,5,750,True,VWC,False,submersible,vwc,monthly,soft,enough,machine dbh,communal standpipe multiple,2,45
38121,321,38.57374357,-4.90055018,Kwata Pr/School,Pangani,Tanga,2,814,True,VWC,False,gravity,vwc,monthly,soft,insufficient,river,communal standpipe,0,12
38122,285,38.97603557,-10.88378742,Shuleni,Ruvuma / Southern Coast,Mtwara,33,80,True,VWC,False,india mark ii,vwc,never pay,salty,enough,machine dbh,hand pump,0,37
38125,980,35.94720654,-3.76381619,Marangoi,Internal,Manyara,1,290,True,VWC,True,mono,vwc,never pay,fluoride,enough,machine dbh,communal standpipe,0,18
38126,338,36.83234131,-8.80073494,Godauni,Rufiji,Morogoro,4,230,True,Water Board,True,gravity,wua,monthly,soft,enough,river,communal standpipe,0,16
38127,1780,36.63466544,-3.19865869,Fetinalii,Internal,Arusha,2,150,True,VWC,True,gravity,vwc,on failure,soft,enough,spring,communal standpipe,0,16
38129,288,38.54836565,-5.0652467,Msangazi,Pangani,Tanga,2,350,True,VWC,False,nira/tanira,vwc,monthly,soft,enough,shallow well,hand pump,0,14
38130,1327,37.36612079,-3.25908392,Kwa Damasi,Pangani,Kilimanjaro,4,45,True,VWC,True,gravity,vwc,never pay,soft,enough,spring,communal standpipe,0,20
38137,107,38.8661102,-6.78111278,Nyalusi,Wami / Ruvu,Pwani,2,200,True,Parastatal,True,mono,private operator,monthly,soft,insufficient,river,communal standpipe,0,20
38139,1345,35.05999839,-11.538421,Kwa Mzee Mwinyi,Lake Nyasa,Ruvuma,3,360,True,VWC,True,gravity,vwc,monthly,soft,enough,spring,communal standpipe,0,14
38142,315,36.82658379,-8.91461825,Nkwezi,Rufiji,Morogoro,4,100,True,WUG,True,gravity,wug,monthly,soft,enough,river,communal standpipe,0,23
38145,1201,30.95987694,-6.22158951,Igalula,Lake Rukwa,Rukwa,1,150,True,VWC,True,nira/tanira,vwc,never pay,soft,enough,shallow well,hand pump,2,25
38147,2075,34.75132767,-9.59532927,none,Lake Nyasa,Iringa,4,5,True,VWC,False,gravity,vwc,never pay,soft,enough,spring,communal standpipe,0,11
38148,41,39.28634398,-6.97699163,none,Wami / Ruvu,Pwani,43,6922,True,Private operator,False,submersible,private operator,never pay,soft,insufficient,machine dbh,communal standpipe,0,11
38151,1471,36.63809873,-3.32898235,Shule Ya Msingi,Pangani,Arusha,2,150,True,VWC,True,gravity,vwc,never pay,soft,insufficient,spring,communal standpipe,2,18
38158,1743,34.53152424,-9.7696043,none,Lake Nyasa,Iringa,5,35,True,VWC,False,gravity,vwc,annually,soft,seasonal,spring,communal standpipe,0,32
38160,2007,34.60310072,-9.27489275,Izack Mligo,Rufiji,Iringa,4,30,True,VWC,True,gravity,vwc,annually,soft,enough,spring,communal standpipe,0,36
38161,1536,35.17421675,-9.21355531,Kwa Stefano Lyanzile,Rufiji,Iringa,4,75,True,VWC,True,gravity,vwc,monthly,soft,dry,spring,communal standpipe,2,21
38163,789,37.43781786,-3.38731693,Kwa Maimuna Hemed Msangi,Pangani,Kilimanjaro,4,30,True,Water Board,True,gravity,water board,per bucket,soft,enough,spring,communal standpipe,0,12
38168,787,36.17166619,-10.36844596,Kwa Husen Bolela,Rufiji,Ruvuma,5,360,True,WUG,False,swn 80,wug,monthly,soft,enough,shallow well,hand pump,0,21
38170,169,37.67410678,-7.41661023,Kwa Charle,Wami / Ruvu,Morogoro,2,300,True,VWC,True,swn 80,vwc,on failure,salty,insufficient,shallow well,hand pump,0,23
38171,1411,35.53682198,-7.72081708,none,Rufiji,Iringa,1,650,True,VWC,True,gravity,vwc,monthly,soft,enough,spring,communal standpipe,0,35
38175,128,39.14430363,-6.7416754,Tenkini,Wami / Ruvu,Dar es Salaam,1,320,True,VWC,False,submersible,vwc,per bucket,soft,dry,river,communal standpipe,2,50
38180,1512,37.14938262,-3.20616341,Area 8 Namba 7,Pangani,Kilimanjaro,5,30,True,Water Board,True,gravity,water board,per bucket,soft,enough,spring,communal standpipe,0,21
38183,1703,35.41159310000001,-8.11638271,none,Rufiji,Iringa,1,140,True,VWC,True,gravity,vwc,annually,soft,enough,spring,communal standpipe,0,16
38185,28,40.08133134,-10.36721301,Kwa Mohamed Amil,Ruvuma / Southern Coast,Mtwara,1,300,True,VWC,True,india mark ii,vwc,per bucket,soft,enough,machine dbh,hand pump,2,14
38186,410,37.82793793,-6.84389999,Ccm,Wami / Ruvu,Morogoro,2,50,True,VWC,True,gravity,vwc,monthly,soft,enough,river,communal standpipe,1,16
38188,1132,33.50829408,-2.15817781,Kwa Chamgage,Lake Victoria,Mara,4,230,True,VWC,True,gravity,vwc,per bucket,soft,enough,lake,communal standpipe multiple,2,12
38189,1352,34.56431338,-8.83387897,Kwa Mtitila,Rufiji,Iringa,4,52,True,WUA,True,gravity,wua,on failure,soft,dry,river,communal standpipe,2,42
38191,1039,29.93301788,-4.81017605,Kwa Method Biara,Lake Tanganyika,Kigoma,2,260,True,Water authority,True,gravity,vwc,annually,soft,enough,river,communal standpipe,0,44
38200,47,39.06016787,-5.02129402,Kwa Songea,Pangani,Tanga,4,100,True,VWC,True,gravity,vwc,per bucket,soft,enough,river,communal standpipe,0,14
38203,1565,35.24665431,-7.94336873,none,Rufiji,Iringa,1,490,True,VWC,True,gravity,vwc,annually,soft,enough,spring,communal standpipe,0,12
38204,788,36.27161422,-10.31819972,Zahanati,Rufiji,Ruvuma,5,50,False,Parastatal,False,gravity,parastatal,never pay,soft,seasonal,rainwater harvesting,communal standpipe,0,8
38205,1009,35.58426553,-10.49175843,Shule Ya Msingi Liwe,Lake Nyasa,Ruvuma,2,650,True,VWC,True,other - rope pump,vwc,monthly,soft,dry,shallow well,hand pump,2,8
38206,1010,35.44941569,-10.59515039,Kwa Tindwa,Lake Nyasa,Ruvuma,2,600,True,VWC,True,gravity,vwc,on failure,soft,enough,river,communal standpipe,0,15
38210,1143,34.18214337,-4.65243373,Msumbiji,Internal,Singida,1,285,True,VWC,True,nira/tanira,vwc,on failure,soft,enough,shallow well,hand pump,1,31
38214,461,34.89971543,-11.36847559,Kanisa La Angrikani,Lake Nyasa,Ruvuma,3,50,True,VWC,True,gravity,vwc,monthly,soft,enough,spring,communal standpipe,0,12
38217,445,34.80298353,-11.28889017,Kwa Mzee Dura,Lake Nyasa,Ruvuma,3,60,True,VWC,True,gravity,vwc,monthly,coloured,insufficient,spring,communal standpipe,0,16
38220,1359,34.79527998,-8.73394348,Kwa Elisha Malekea,Rufiji,Iringa,4,35,True,VWC,False,gravity,vwc,never pay,soft,enough,river,communal standpipe,0,40
38224,999,35.71549563,-3.73351894,Kwa Edarus,Internal,Manyara,1,203,True,VWC,True,gravity,vwc,never pay,soft,insufficient,river,communal standpipe,0,18
38229,360,38.99900418,-10.05277838,Sadala,Ruvuma / Southern Coast,Lindi,53,420,True,VWC,False,nira/tanira,vwc,never pay,soft,insufficient,shallow well,hand pump,2,40
38233,162,39.39947862,-9.981456,Kwa Mandwicha,Ruvuma / Southern Coast,Lindi,23,235,False,WUA,False,gravity,wua,per bucket,soft,enough,river,communal standpipe,0,37
38235,1404,35.27495313,-4.6359871,Saluati,Internal,Manyara,2,356,True,VWC,True,submersible,vwc,per bucket,salty,insufficient,spring,communal standpipe,0,15
38236,1964,36.71694442,-3.15575254,Oldonyowas,Internal,Arusha,2,150,True,VWC,True,gravity,vwc,never pay,soft,insufficient,spring,communal standpipe,0,23
38239,751,34.63978016,-10.47072744,none,Lake Nyasa,Iringa,5,120,True,VWC,False,gravity,vwc,on failure,soft,dry,river,communal standpipe,2,10
38250,1591,37.2434991,-2.8434523,Zahanati,Internal,Arusha,6,150,True,VWC,True,gravity,parastatal,on failure,soft,insufficient,river,communal standpipe,0,20
38251,1638,36.65777717,-3.29998427,Kwa Loimee,Pangani,Arusha,2,300,True,VWC,True,gravity,vwc,never pay,soft,insufficient,spring,communal standpipe,0,30
38252,1909,34.79935265,-9.72682446,none,Lake Nyasa,Iringa,5,53,True,VWC,False,gravity,vwc,annually,soft,enough,spring,communal standpipe,0,10
38255,1455,37.68111361,-3.70591404,Kwa Mzee Steven Nyangarika,Pangani,Kilimanjaro,2,120,True,VWC,False,gravity,vwc,never pay,soft,insufficient,spring,communal standpipe,0,34
38263,196,38.34880468,-6.63601394,Mama Rehema,Wami / Ruvu,Pwani,1,30,False,WUA,True,ksb,private operator,per bucket,soft,enough,river,communal standpipe,0,14
38264,350,37.81868628,-6.94262873,Misala Juu,Wami / Ruvu,Morogoro,2,150,True,VWC,True,gravity,vwc,per bucket,soft,insufficient,river,communal standpipe,0,20
38265,1550,36.65570091,-3.32514431,Kwa Lesilale,Pangani,Arusha,2,150,True,VWC,True,gravity,vwc,never pay,soft,insufficient,spring,communal standpipe,2,18
38268,1389,36.38737239,-7.75754394,none,Rufiji,Iringa,7,50,True,VWC,True,gravity,vwc,annually,soft,enough,spring,communal standpipe,0,11
38269,1045,35.35819666,-9.9124187,Kwa Mapunda,Lake Nyasa,Ruvuma,2,1800,True,VWC,True,gravity,vwc,annually,soft,dry,river,communal standpipe,2,18
38272,1649,30.04837965,-4.60327645,Kisasi,Lake Tanganyika,Kigoma,2,450,True,Water authority,False,gravity,water board,on failure,soft,enough,spring,improved spring,0,18
38274,454,34.60394761,-10.50479955,none,Lake Nyasa,Iringa,5,130,True,VWC,False,nira/tanira,vwc,never pay,soft,enough,machine dbh,hand pump,0,23
